0 0.84123530 0.40119287 2.01003471
100 0.77310043 0.13087856 51.30546175
200 0.78422279 0.12856862 50.63796107
300 0.79602717 0.12176447 51.38106781
400 0.79923347 0.12509870 50.04734054
500 0.71640073 0.13227774 59.69750469
600 0.76891200 0.13538405 50.53073067
700 0.76703240 0.13319396 51.41557461
800 0.75996573 0.11174844 58.86806867
900 0.77870384 0.12764192 51.56729330
1000 0.76538399 0.12850454 53.01551321
1100 0.77790249 0.11868891 54.36714409
1200 0.75706188 0.13878359 51.17556877
1300 0.73571876 0.14481776 52.74520740
1400 0.78771986 0.11045046 55.77412189
1500 0.79160172 0.09831502 59.23663110
1600 0.76916352 0.16009898 43.64536927
1700 0.78378193 0.10688844 57.35080074
1800 0.75790826 0.14909038 48.15809024
1900 0.77805191 0.10549469 58.47749017
2000 0.78221140 0.12138822 53.02713325
2100 0.76940952 0.13748118 49.86047391
2200 0.79473263 0.13775180 46.79637469
2300 0.79741580 0.12243562 51.03436276
2400 0.76171177 0.10104068 62.03663955
2500 0.74933173 0.11285835 60.06667010
2600 0.74994050 0.10542750 62.32221698
2700 0.76151280 0.14888459 47.70921246
2800 0.81733598 0.13517690 45.41538483
2900 0.77276774 0.10966027 57.81359716
3000 0.78667642 0.19188483 33.59245790
3100 0.81273110 0.12618051 48.45447476
3200 0.77698072 0.12073223 53.85630920
3300 0.75555727 0.13591844 52.21592389
3400 0.83333790 0.15346414 39.08777912
3500 0.73942007 0.15722545 48.74456058
3600 0.76945315 0.14230304 48.48002639
3700 0.75264647 0.11353576 59.36151665
3800 0.77937138 0.13093450 50.51288937
3900 0.75346309 0.15682377 46.69577877
4000 0.81848981 0.09898230 56.46572596
4100 0.77415556 0.13013253 51.39182555
4200 0.72783194 0.14501058 54.01795849
4300 0.81272322 0.11208797 52.76558619
4400 0.79719465 0.14520127 44.42813469
4500 0.80459043 0.12993384 48.08351283
4600 0.78252801 0.11562797 54.75536062
4700 0.84632435 0.14147893 41.63263511
4800 0.80560151 0.13303925 47.07607828
4900 0.80299774 0.12207958 50.58511037
5000 0.73927663 0.11708012 60.32332638
5100 0.78016371 0.14516952 46.33291607
5200 0.73699190 0.11988037 59.83481483
5300 0.78378123 0.11957232 53.39643491
5400 0.79101644 0.13412941 48.24155807
5500 0.80081694 0.13369427 47.34815357
5600 0.79846661 0.11539902 53.08089745
5700 0.78845026 0.13156552 49.27356759
5800 0.74844617 0.10188567 63.68571735
5900 0.72203410 0.14823573 54.13516243
6000 0.75103136 0.14127435 51.34595142
6100 0.74715202 0.10700025 62.24317310
6200 0.76901855 0.15662207 44.59142572
6300 0.79319679 0.16650978 39.11205873
6400 0.75251166 0.12127608 57.00051497
6500 0.75084989 0.16085505 46.00915436
6600 0.78126034 0.14763852 45.51424866
6700 0.78993649 0.12863176 49.97405454
6800 0.78465618 0.12352928 52.09439456
6900 0.78091648 0.14914983 45.13710126
7000 0.73517048 0.14637890 52.39924292
7100 0.75851576 0.15004761 47.80830340
7200 0.78135424 0.14074135 47.43989915
7300 0.77332847 0.14478004 47.28445186
7400 0.75069465 0.12680811 55.60524628
