0 0.76715467 0.66449934 1.16955608
100 0.63508146 0.52398430 29.08982659
200 0.58288415 0.53654042 36.92916325
300 0.59452079 0.55157692 32.12555943
400 0.64798989 0.54546877 23.49348722
500 0.63755755 0.50522221 32.16296971
600 0.61648618 0.57393994 24.78422930
700 0.56439136 0.45953035 56.66854309
800 0.59170514 0.55803685 31.77014276
900 0.60059237 0.51256518 37.44760818
1000 0.69614041 0.45473691 35.47039877
1100 0.58514036 0.53420774 36.82586838
1200 0.57712679 0.51730132 41.52563720
1300 0.63020057 0.46704358 41.55026839
1400 0.62669003 0.51978458 31.25697194
1500 0.56760045 0.51259876 44.56438875
1600 0.61374869 0.54175035 29.86625117
1700 0.59831794 0.49343212 41.67297148
1800 0.60944879 0.48414444 41.45169320
1900 0.60166878 0.54165407 32.20435259
2000 0.55958142 0.55039528 40.09133295
2100 0.64600774 0.57598074 19.54719651
2200 0.58272587 0.51172865 41.32707548
2300 0.62839567 0.50638476 33.46745331
2400 0.62575827 0.52316878 30.81473171
2500 0.57883490 0.51346932 41.85384743
2600 0.60960785 0.53537636 31.67505681
2700 0.58254269 0.56012768 33.42597207
2800 0.61243011 0.54074662 30.27205099
2900 0.57331395 0.54862164 37.15098689
3000 0.59758384 0.55841407 30.50943978
3100 0.61376639 0.51560282 34.34263874
3200 0.60820413 0.50850736 36.72754355
3300 0.60111389 0.54657790 31.54701202
3400 0.59890841 0.53452034 33.91067222
3500 0.58053855 0.52037707 40.21386195
3600 0.62252136 0.49620356 36.51582867
3700 0.54936465 0.54536040 43.36574247
3800 0.59593684 0.54637744 32.62083266
3900 0.56755441 0.50617248 45.80002922
4000 0.61671442 0.53626307 30.20169364
4100 0.61110656 0.49979869 37.88064820
4200 0.57701694 0.57314191 32.90720934
4300 0.60370524 0.55597130 29.63794960
4400 0.57479020 0.50488828 44.39402055
4500 0.57674315 0.52767576 39.76963192
4600 0.56142171 0.55011227 39.69296585
4700 0.60365846 0.53465773 32.94403382
4800 0.58227336 0.50392105 42.92592202
4900 0.58973259 0.52112863 38.10367646
5000 0.62141747 0.54285817 28.29263630
5100 0.65483728 0.49787884 30.96258898
5200 0.58274500 0.52858457 38.29149268
5300 0.55136312 0.54374670 43.11769580
5400 0.55320976 0.52934701 45.01393339
5500 0.63792618 0.56992764 21.59337168
5600 0.55054521 0.53497950 44.72973011
5700 0.61249869 0.55075646 28.71518732
5800 0.62776140 0.52870911 29.50335330
5900 0.64605804 0.53633266 25.24256312
6000 0.60625888 0.54328423 31.04772716
6100 0.55511354 0.49673350 50.64332622
6200 0.56081462 0.52333876 44.20942013
6300 0.59173718 0.54872748 33.12838866
6400 0.60265558 0.49907827 39.65717981
6500 0.58547440 0.49452238 44.12114183
6600 0.59616461 0.52435197 36.20054952
6700 0.62555484 0.50595402 34.04247869
6800 0.61676872 0.49403250 37.99815683
6900 0.62500935 0.46823775 42.16773283
7000 0.50932735 0.53819556 55.33563261
7100 0.57454515 0.52958007 39.93641967
7200 0.57539712 0.51168988 42.95357879
7300 0.55019345 0.50018858 51.16395772
7400 0.58140622 0.46748713 50.92273811
7500 0.63403056 0.50337552 33.10352127
7600 0.64629062 0.50778658 30.28628492
7700 0.61057575 0.50636693 36.68765546
7800 0.62321675 0.52242721 31.39220663
7900 0.60688787 0.51657972 35.46764801
8000 0.60991159 0.52149845 33.99820416
8100 0.56536121 0.53841895 40.58189796
8200 0.60733411 0.51525382 35.62564880
8300 0.62473325 0.53881772 28.34908025
8400 0.59863516 0.48521709 43.33974831
8500 0.61267393 0.52994968 32.00408332
8600 0.61573178 0.50256655 36.46737283
8700 0.60540870 0.52478140 34.28366540
8800 0.59187920 0.51061512 39.59045070
8900 0.59596572 0.52128311 36.78485594
9000 0.51176129 0.50543018 60.46948390
9100 0.61917607 0.51808107 32.89589460
9200 0.62696079 0.47502834 40.27740794
9300 0.65608759 0.53195696 24.47462319
9400 0.58991931 0.54993718 33.32637313
9500 0.62149279 0.54736602 27.58097741
9600 0.61597237 0.52215703 32.74714586
9700 0.57311450 0.51190109 43.42911510
9800 0.58948724 0.49222521 43.74299144
9900 0.61147263 0.52316727 33.40619213
10000 0.53811110 0.53271212 48.28551490
10100 0.58800701 0.55373360 33.16744308
10200 0.59179205 0.51385936 38.99944398
10300 0.60107336 0.51468675 36.95640497
10400 0.56500228 0.53239341 41.65794899
10500 0.59851740 0.50125405 40.04759494
10600 0.59977092 0.54244709 32.45730177
10700 0.54987004 0.50335382 50.61735903
10800 0.59888110 0.48611436 43.09794068
10900 0.60602915 0.47665624 43.75356143
11000 0.60432587 0.56699638 27.98916272
11100 0.62053728 0.49629266 36.85177443
11200 0.60229477 0.52980834 34.02627909
11300 0.55644890 0.50308729 49.04587525
11400 0.58213608 0.49653659 44.43102522
11500 0.62011018 0.47730597 40.97648914
11600 0.58663177 0.54004212 35.55626380
11700 0.59488337 0.52487894 36.37010928
11800 0.56916287 0.52764539 41.49594669
11900 0.56594503 0.52911499 41.99170841
12000 0.61818631 0.49485098 37.57117017
12100 0.60773116 0.48539869 41.51051305
12200 0.57752114 0.51853326 41.21351163
12300 0.62957046 0.55801801 24.60255580
12400 0.65217558 0.51912295 27.28428338
12500 0.60710432 0.50414294 37.78436443
12600 0.57645456 0.52402767 40.46941214
12700 0.60398033 0.53462707 32.88595833
12800 0.57806449 0.55867997 34.61335979
