0 0.48297702 0.00144891
100 0.17895039 0.51536426
200 0.49646572 0.00006246
300 0.46406029 0.00645831
400 0.45920225 0.00832228
500 0.46530460 0.00601885
600 -0.14523005 2.08160909
700 -0.45884554 4.59692388
800 -0.01746285 1.33883899
900 0.00189823 1.24052689
1000 -0.02104328 1.35743052
1100 0.64169804 0.10039168
1200 0.65506662 0.12022829
1300 0.47091252 0.00423041
1400 0.44090419 0.01746157
1500 0.67085063 0.14594968
1600 0.01625936 1.17002505
1700 0.87529702 0.70423927
1800 0.84252035 0.58660094
1900 0.49097079 0.00040763
2000 0.48907219 0.00059709
2100 0.72129267 0.24485223
2200 0.17028138 0.54357184
2300 0.50431604 0.00009314
2400 0.54016180 0.00806485
2500 0.43481429 0.02124588
2600 0.35611451 0.10351517
2700 0.47053206 0.00434180
2800 0.34852650 0.11472110
2900 0.42383563 0.02900506
3000 0.42461737 0.02841271
3100 0.46694738 0.00546238
3200 0.48075798 0.00185128
3300 -0.00426644 1.27142323
3400 -0.03316686 1.42133448
3500 -0.02044318 1.35430553
3600 0.75312441 0.32035984
3700 0.25678847 0.29575924
3800 0.57061184 0.02493016
3900 0.49701792 0.00004446
4000 0.46652589 0.00560258
4100 0.42470124 0.02834952
4200 0.36073767 0.09696999
4300 0.44772078 0.01366558
4400 0.93645372 0.95245924
4500 0.53764447 0.00708553
4600 -0.01838172 1.34359803
4700 0.14709983 0.62269267
4800 -0.03507124 1.43150617
4900 0.51843747 0.00169970
5000 0.75885295 0.33502425
5100 0.78430737 0.40415340
5200 0.53642440 0.00663368
5300 0.29779962 0.20442498
5400 0.07997576 0.88210183
5500 0.53320386 0.00551248
5600 0.51369748 0.00093810
5700 0.80867041 0.47638711
5800 0.74904473 0.31011638
5900 0.22492582 0.37832903
6000 0.46864465 0.00491579
6100 0.49611233 0.00007557
6200 0.65904848 0.12648209
6300 0.52697830 0.00363914
6400 0.43763101 0.01944946
6500 0.53599518 0.00647826
6600 0.48917388 0.00058602
6700 0.26785904 0.26944714
6800 0.50219737 0.00002414
6900 0.72581691 0.25496639
7000 -0.01769809 1.34005656
7100 -0.02027427 1.35342658
7200 -0.02371639 1.37139431
7300 0.28135768 0.23902231
7400 0.48592256 0.00099087
7500 0.47251028 0.00377842
7600 0.50266502 0.00003551
7700 0.86580748 0.66907556
7800 0.21090602 0.41787665
7900 0.46078845 0.00768773
8000 0.62811648 0.08206916
8100 0.50008096 0.00000003
8200 0.64558584 0.10597618
8300 0.51236372 0.00076431
8400 0.71359553 0.22811525
8500 0.83321543 0.55516262
8600 0.56382228 0.02036642
8700 0.50678275 0.00023003
8800 0.11524132 0.74019620
8900 0.81695548 0.50230390
9000 0.05192621 1.00385060
9100 0.19028728 0.47960983
9200 0.28721200 0.22639367
9300 0.48592028 0.00099119
9400 0.51175477 0.00069087
9500 0.78786221 0.41432327
9600 0.49418988 0.00016879
9700 0.44915390 0.01292663
9800 0.61329402 0.06417768
9900 0.38861112 0.06203741
10000 0.45530801 0.00998687
10100 0.64710939 0.10820587
10200 0.50785373 0.00030841
10300 0.11670014 0.73459393
10400 0.20745701 0.42790701
10500 0.48275439 0.00148706
10600 0.67954329 0.16117897
10700 0.50771007 0.00029723
10800 0.40644910 0.04375886
10900 0.67675950 0.15621960
11000 0.33092090 0.14293871
11100 0.49715281 0.00004053
11200 0.55193450 0.01348596
11300 0.35262244 0.10860073
11400 0.46713387 0.00540091
11500 0.78745484 0.41315142
11600 0.49039217 0.00046155
11700 0.47689139 0.00267004
11800 0.12859733 0.68969972
11900 0.22292191 0.38386133
12000 0.22809207 0.36966960
12100 -0.03290837 1.41995663
12200 0.54385031 0.00961425
12300 0.47388891 0.00340895
12400 0.28996591 0.22057160
12500 0.51741012 0.00151556
12600 0.44651719 0.01430205
12700 0.61646880 0.06782491
12800 0.47609719 0.00285672
12900 0.22468317 0.37899679
13000 0.83193485 0.55090371
13100 0.49271087 0.00026566
13200 0.48872633 0.00063548
13300 0.56514539 0.02121961
13400 0.76876719 0.36117902
13500 0.41673066 0.03466891
13600 0.48924682 0.00057815
13700 0.47575352 0.00293946
13800 0.75465260 0.32423974
13900 0.38580613 0.06520120
14000 0.48028538 0.00194333
14100 0.51025557 0.00052588
14200 0.53766867 0.00709464
14300 0.52610893 0.00340838
14400 0.28042200 0.24107249
14500 0.90536885 0.82161951
14600 0.78137747 0.39586640
14700 0.28861448 0.22341920
14800 0.47612051 0.00285115
14900 0.50045640 0.00000104
15000 0.52827923 0.00399857
15100 0.57643330 0.02921024
15200 0.13519092 0.66542831
15300 0.46538445 0.00599118
15400 0.64586283 0.10637982
15500 0.25884363 0.29078197
15600 0.17287933 0.53503967
15700 0.15378382 0.59932822
15800 0.05015194 1.01181638
15900 0.38839803 0.06227500
16000 0.46336118 0.00671201
16100 0.45787548 0.00887237
16200 0.55549671 0.01539943
16300 0.21155132 0.41601320
16400 0.77766077 0.38547751
16500 0.24708425 0.31983188
16600 -0.06125575 1.57504010
16700 0.23886784 0.34095002
16800 0.41911666 0.03271057
16900 -0.01413680 1.32168325
17000 0.31241699 0.17593693
17100 0.51557747 0.00121329
17200 0.76830177 0.35992919
17300 0.83598950 0.56444471
17400 0.77438887 0.37644625
17500 0.41270927 0.03809836
17600 0.51431650 0.00102481
17700 0.21034554 0.41949853
17800 0.36277932 0.09414757
17900 0.35088915 0.11117024
18000 0.54480231 0.01003623
18100 -0.02838218 1.39593867
18200 0.76058405 0.33952025
18300 0.16200175 0.57121407
18400 0.52816669 0.00396681
18500 0.49756732 0.00002959
18600 0.78041239 0.39315555
18700 0.46366808 0.00660004
18800 0.59838660 0.04839962
18900 0.39316023 0.05707368
19000 -0.21722867 2.57208480
19100 0.00223891 1.23883053
19200 0.49598115 0.00008076
19300 0.39968259 0.05031791
19400 0.37130408 0.08281320
19500 0.46415196 0.00642541
19600 0.40791011 0.04240274
19700 0.51991621 0.00198328
19800 0.65967894 0.12748683
19900 0.08628162 0.85581449
20000 0.48999424 0.00050058
20100 0.83170559 0.55014299
20200 0.49152011 0.00035954
20300 -0.22980235 2.66305733
20400 0.00534066 1.22343931
20500 0.00405538 1.22980534
20600 0.32655053 0.15042358
20700 0.60438833 0.05448462
20800 0.57238388 0.02619713
20900 0.62567407 0.07896986
21000 0.72244107 0.24740014
21100 -0.00436499 1.27192021
21200 -0.01849213 1.34417042
21300 0.51069822 0.00057226
21400 0.40463215 0.04547513
21500 0.49091553 0.00041264
21600 0.51619238 0.00131097
21700 -0.15678085 2.15680541
21800 0.49671341 0.00005401
21900 -0.00484597 1.27434729
22000 -0.21033812 2.52290125
22100 0.55844092 0.01707671
22200 0.89444135 0.77791991
22300 0.88977072 0.75960608
22400 0.53466000 0.00600658
22500 0.44196620 0.01683961
22600 0.15569302 0.59273649
22700 0.47980296 0.00203960
22800 0.89765379 0.79064267
22900 0.84176310 0.58401007
23000 0.47030143 0.00441003
23100 0.75469960 0.32435943
23200 0.46206166 0.00719659
23300 0.43432560 0.02156563
23400 -0.01130739 1.30717622
23500 0.42839649 0.02563531
23600 0.72883180 0.26181996
23700 0.40796870 0.04234881
23800 0.17617742 0.52430532
23900 0.38236825 0.06918615
24000 0.51698233 0.00144200
24100 0.47423099 0.00332021
24200 0.48142349 0.00172543
24300 0.22231851 0.38553506
24400 0.46657264 0.00558694
24500 0.13362890 0.67113893
24600 0.56313759 0.01993178
24700 -0.00466072 1.27341223
24800 -0.02333961 1.36942173
24900 0.50158900 0.00001262
25000 0.23869899 0.34139109
25100 0.41238003 0.03838630
25200 0.52388576 0.00285265
25300 0.32779974 0.14826464
25400 0.60355495 0.05361813
25500 0.25105730 0.30986234
25600 0.77746712 0.38494002
25700 0.61535657 0.06653569
25800 0.49899693 0.00000503
25900 0.63169250 0.08671457
26000 -0.27635456 3.01363200
26100 0.50753983 0.00028425
26200 0.51766180 0.00155970
26300 0.46136907 0.00746174
26400 0.49797673 0.00002047
26500 0.51260258 0.00079412
26600 0.30630959 0.18757988
26700 0.14679027 0.62378558
26800 -0.00649165 1.28266896
26900 0.24405619 0.32753618
27000 0.44911598 0.01294592
27100 0.83013784 0.54495498
27200 0.47924837 0.00215315
27300 0.48019785 0.00196063
27400 0.44762103 0.01371778
27500 0.59886743 0.04887385
27600 0.58365816 0.03499344
27700 0.49890714 0.00000597
27800 0.28090659 0.24000961
27900 0.51507408 0.00113614
28000 0.48311084 0.00142622
28100 0.46495106 0.00614214
28200 0.47965140 0.00207033
28300 0.53193758 0.00510005
28400 0.46379718 0.00655322
28500 0.57710805 0.02972825
28600 0.31430907 0.17240561
28700 0.49230969 0.00029570
28800 0.18152528 0.50713074
28900 0.44802645 0.01350625
29000 0.23271679 0.35720158
29100 0.23543366 0.34997675
29200 0.78737566 0.41292385
29300 0.81433082 0.49401933
29400 -0.21027464 2.52245032
29500 -0.34068573 3.53376250
29600 0.45779118 0.00890792
29700 0.84070268 0.58039160
29800 0.69816839 0.19635355
29900 0.81032891 0.48152018
30000 0.54712130 0.01110209
30100 0.64371194 0.10326560
30200 0.60932988 0.05976512
30300 0.06160017 0.96097206
30400 0.46632600 0.00566969
30500 0.48526743 0.00108524
30600 0.49245086 0.00028495
30700 0.51214268 0.00073722
30800 0.48033488 0.00193358
30900 0.74831334 0.30829758
31000 0.51328964 0.00088307
31100 0.10950802 0.76241991
31200 0.65994270 0.12790833
31300 0.49355334 0.00020780
31400 0.47983905 0.00203232
31500 -0.14066772 2.05227565
31600 -0.19979425 2.44855994
31700 0.01801101 1.16156694
31800 0.51437994 0.00103391
31900 0.39518878 0.05492696
32000 0.52724881 0.00371249
32100 0.49661440 0.00005731
32200 0.39404044 0.05613714
32300 0.65029512 0.11294311
32400 0.86957516 0.68292899
32500 0.83543835 0.56259444
32600 0.51475572 0.00108866
32700 0.87609857 0.70725065
32800 0.45767214 0.00895824
32900 0.73828126 0.28388978
33000 0.38240078 0.06914788
33100 0.58165264 0.03333577
33200 0.55319060 0.01414620
33300 0.44399175 0.01568462
33400 0.03987884 1.05855739
33500 0.00714555 1.21452755
33600 0.54069109 0.00827882
33700 0.51149444 0.00066061
33800 0.50563881 0.00015898
33900 0.48138986 0.00173169
34000 0.45793279 0.00884825
34100 0.45927889 0.00829104
34200 0.45689719 0.00928926
34300 0.47683284 0.00268359
34400 0.74857944 0.30895869
34500 0.51527626 0.00116682
34600 0.00934392 1.20371692
34700 0.52322001 0.00269584
34800 0.49996575 0.00000001
34900 0.25679359 0.29574679
35000 0.92417600 0.89962639
35100 0.48764055 0.00076378
35200 0.44219322 0.01670812
35300 0.13911142 0.65120285
35400 0.51750273 0.00153173
35500 0.54797073 0.01150596
35600 0.47523731 0.00306595
35700 0.77769784 0.38558045
35800 0.53937768 0.00775301
35900 0.54822497 0.01162824
36000 0.75169902 0.31676199
36100 0.87735697 0.71199141
36200 0.47924920 0.00215298
36300 0.54710707 0.01109538
36400 -0.37044290 3.78835421
36500 0.48646872 0.00091548
36600 0.07398246 0.90745472
36700 0.26314489 0.28050171
36800 -0.00253708 1.26271757
36900 0.50625689 0.00019574
37000 0.52128824 0.00226595
37100 -0.00921720 1.29651079
37200 0.14206902 0.64057295
37300 0.35207918 0.10940285
37400 0.48810471 0.00070749
37500 0.56146389 0.01888905
37600 0.50878110 0.00038554
37700 0.47031229 0.00440680
37800 0.75467521 0.32429732
37900 0.70089837 0.20180077
38000 0.49370086 0.00019840
38100 0.59318894 0.04342089
38200 0.57292241 0.02658839
38300 0.52031874 0.00206426
38400 0.46058737 0.00776678
38500 0.30828819 0.18376708
38600 0.07104775 0.92000017
38700 -0.14091470 2.05385825
38800 0.15702092 0.58817326
38900 0.49199769 0.00032018
39000 0.44650787 0.01430704
39100 0.25767239 0.29361336
39200 0.41361938 0.03730806
39300 0.39219812 0.05810622
39400 0.49520827 0.00011480
39500 0.45944473 0.00822365
39600 0.48017971 0.00196422
39700 0.49358940 0.00020548
39800 0.51904718 0.00181398
39900 0.46795773 0.00513354
40000 0.45585264 0.00974495
40100 0.51361490 0.00092683
40200 0.45197729 0.01153090
40300 0.92531997 0.90448540
40400 0.44281579 0.01635017
40500 0.54979504 0.01239773
40600 0.40578986 0.04437775
40700 0.50913811 0.00041753
40800 0.53167617 0.00501690
40900 0.52215306 0.00245379
41000 0.59355129 0.04375922
41100 0.77258723 0.37151898
41200 0.46948552 0.00465567
41300 0.32768573 0.14846104
41400 0.77770419 0.38559807
41500 0.43674484 0.02000608
41600 0.71441351 0.22986577
41700 0.23668628 0.34667056
41800 0.54066699 0.00826902
41900 0.50143607 0.00001031
42000 0.10667604 0.77351868
42100 0.55145150 0.01323628
42200 0.57994100 0.03195282
42300 0.65933371 0.12693615
42400 0.80941040 0.47867398
42500 0.47541855 0.00302124
42600 0.45587136 0.00973668
42700 0.16989329 0.54485219
42800 0.55468966 0.01495479
